品类,日期,销量
317,2022/8/19,2
317,2022/8/20,0
317,2022/8/21,2
317,2022/8/22,2
317,2022/8/23,2
317,2022/8/24,2
317,2022/8/25,2
317,2022/8/26,2
317,2022/8/27,2
317,2022/8/28,0
317,2022/8/29,0
317,2022/8/30,2
317,2022/8/31,2
317,2022/9/1,2
317,2022/9/2,0
317,2022/9/3,0
317,2022/9/4,0
317,2022/9/5,0
317,2022/9/6,2
317,2022/9/7,2
317,2022/9/8,2
317,2022/9/9,2
317,2022/9/10,0
317,2022/9/11,2
317,2022/9/12,2
317,2022/9/13,2
317,2022/9/14,2
317,2022/9/15,2
317,2022/9/16,2
317,2022/9/17,2
317,2022/9/18,2
317,2022/9/19,0
317,2022/9/20,2
317,2022/9/21,0
317,2022/9/22,0
317,2022/9/23,2
317,2022/9/24,0
317,2022/9/25,2
317,2022/9/26,2
317,2022/9/27,0
317,2022/9/28,2
317,2022/9/29,2
317,2022/9/30,2
317,2023/4/1,0
317,2023/4/2,2
317,2023/4/3,2
317,2023/4/4,2
317,2023/4/5,0
317,2023/4/6,2
317,2023/4/7,0
317,2023/4/8,0
317,2023/4/9,0
317,2023/4/10,2
317,2023/4/11,0
317,2023/4/12,2
317,2023/4/13,0
317,2023/4/14,0
317,2023/4/15,0
317,2023/4/16,0
317,2023/4/17,0
317,2023/4/18,0
317,2023/4/20,0
317,2023/4/21,0
317,2023/4/22,0
317,2023/4/23,2
317,2023/4/24,0
317,2023/4/25,2
317,2023/4/26,2
317,2023/4/27,0
317,2023/4/28,2
317,2023/4/29,0
317,2023/4/30,2
317,2023/5/1,0
317,2023/5/2,0
317,2023/5/3,2
317,2023/5/4,0
317,2023/5/5,0
317,2023/5/6,0
317,2023/5/7,0
317,2023/5/8,0
317,2023/5/9,0
317,2023/5/10,2
317,2023/5/11,0
317,2023/5/12,2
317,2023/5/13,2
317,2023/5/14,0
317,2023/5/15,0
317,2023/5/16,0
317,2023/5/17,2
317,2023/5/18,2
317,2023/5/19,2
317,2023/5/20,2
317,2023/5/21,0
317,2023/5/22,0
317,2023/5/23,0
317,2023/5/24,0
317,2023/5/25,0
317,2023/5/26,0
317,2023/5/27,0
317,2023/5/28,0
317,2023/5/30,0
317,2023/5/31,0
317,2023/6/1,2
317,2023/6/2,2
317,2023/6/3,2
317,2023/6/4,0
317,2023/6/5,0
317,2023/6/6,0
317,2023/6/7,0
317,2023/6/8,0
317,2023/6/9,0
317,2023/6/10,0
317,2023/6/11,0
317,2023/6/12,0
317,2023/6/13,0
317,2023/6/14,0
317,2023/6/15,0
317,2023/6/16,2
317,2023/6/17,2
317,2023/6/18,2
317,2023/6/19,2
317,2023/6/21,2
317,2023/6/22,0
317,2023/6/23,0
317,2023/6/24,0
317,2023/6/25,0
317,2023/6/26,0
317,2023/6/27,0
317,2023/6/28,0
317,2023/6/29,0
317,2023/6/30,0
318,2022/7/1,6
318,2022/7/2,4
318,2022/7/3,2
318,2022/7/4,2
318,2022/7/5,2
318,2022/7/6,2
318,2022/7/7,14
318,2022/7/8,34
318,2022/7/9,8
318,2022/7/10,6
318,2022/7/11,6
318,2022/7/12,8
318,2022/7/13,16
318,2022/7/14,4
318,2022/7/15,6
318,2022/7/16,16
318,2022/7/17,10
318,2022/7/18,52
318,2022/7/19,32
318,2022/7/20,34
318,2022/7/21,16
318,2022/7/22,12
318,2022/7/23,8
318,2022/7/24,8
318,2022/7/25,2
318,2022/7/26,4
318,2022/7/27,10
318,2022/7/28,4
318,2022/7/29,6
318,2022/7/30,4
318,2022/7/31,2
318,2022/8/1,6
318,2022/8/2,10
318,2022/8/3,6
318,2022/8/4,6
318,2022/8/5,4
318,2022/8/6,4
318,2022/8/7,6
318,2022/8/8,4
318,2022/8/9,6
318,2022/8/10,28
318,2022/8/11,8
318,2022/8/12,4
318,2022/8/13,6
318,2022/8/14,10
318,2022/8/15,12
318,2022/8/16,4
318,2022/8/17,94
318,2022/8/18,24
318,2022/8/19,12
318,2022/8/20,10
318,2022/8/21,70
318,2022/8/22,24
318,2022/8/23,48
318,2022/8/24,30
318,2022/8/25,26
318,2022/8/26,30
318,2022/8/27,22
318,2022/8/28,12
318,2022/8/29,10
318,2022/8/30,16
318,2022/8/31,26
318,2022/9/1,34
318,2022/9/2,12
318,2022/9/3,48
318,2022/9/4,6
318,2022/9/5,14
318,2022/9/6,4
318,2022/9/7,8
318,2022/9/8,6
318,2022/9/9,4
318,2022/9/10,6
318,2022/9/11,2
318,2022/9/12,4
318,2022/9/13,8
318,2022/9/14,4
318,2022/9/15,2
318,2022/9/16,2
318,2022/9/17,6
318,2022/9/18,4
318,2022/9/19,2
318,2022/9/20,0
318,2022/9/21,0
318,2022/9/22,2
318,2022/9/23,4
318,2022/9/24,2
318,2022/9/25,6
318,2022/9/26,8
318,2022/9/27,2
318,2022/9/28,4
318,2022/9/29,4
318,2022/9/30,6
318,2023/4/1,20
318,2023/4/2,10
318,2023/4/3,8
318,2023/4/4,8
318,2023/4/5,8
318,2023/4/6,6
318,2023/4/7,10
318,2023/4/8,14
318,2023/4/9,14
318,2023/4/10,12
318,2023/4/11,30
318,2023/4/12,8
318,2023/4/13,2
318,2023/4/14,2
318,2023/4/15,36
318,2023/4/16,2
318,2023/4/17,4
318,2023/4/18,2
318,2023/4/19,6
318,2023/4/20,6
318,2023/4/21,4
318,2023/4/22,4
318,2023/4/23,4
318,2023/4/24,2
318,2023/4/25,6
318,2023/4/26,16
318,2023/4/27,2
318,2023/4/28,8
318,2023/4/29,8
318,2023/4/30,4
318,2023/5/1,2
318,2023/5/2,0
318,2023/5/3,2
318,2023/5/4,6
318,2023/5/5,4
318,2023/5/6,4
318,2023/5/7,4
318,2023/5/8,2
318,2023/5/9,4
318,2023/5/10,8
318,2023/5/11,8
318,2023/5/12,2
318,2023/5/13,4
318,2023/5/14,4
318,2023/5/15,12
318,2023/5/16,12
318,2023/5/17,2
318,2023/5/18,4
318,2023/5/19,4
318,2023/5/20,4
318,2023/5/21,4
318,2023/5/22,2
318,2023/5/23,2
318,2023/5/24,4
318,2023/5/25,0
318,2023/5/26,4
318,2023/5/27,2
318,2023/5/28,0
318,2023/5/29,2
318,2023/5/30,6
318,2023/5/31,4
318,2023/6/1,4
318,2023/6/2,8
318,2023/6/3,0
318,2023/6/4,4
318,2023/6/5,2
318,2023/6/6,0
318,2023/6/7,2
318,2023/6/8,40
318,2023/6/9,4
318,2023/6/10,4
318,2023/6/11,0
318,2023/6/12,0
318,2023/6/13,2
318,2023/6/14,2
318,2023/6/15,2
318,2023/6/16,4
318,2023/6/17,2
318,2023/6/18,2
318,2023/6/19,2
318,2023/6/20,0
318,2023/6/21,2
318,2023/6/22,0
318,2023/6/23,2
318,2023/6/24,2
318,2023/6/25,2
318,2023/6/26,2
318,2023/6/27,2
318,2023/6/28,6
318,2023/6/29,12
318,2023/6/30,2
319,2022/7/1,2
319,2022/7/2,4
319,2022/7/3,8
319,2022/7/4,6
319,2022/7/5,4
319,2022/7/6,0
319,2022/7/7,2
319,2022/7/11,0
319,2022/7/12,0
319,2022/7/13,0
319,2022/7/14,2
319,2022/7/15,0
319,2022/7/16,0
319,2022/7/17,0
319,2022/7/18,2
319,2022/7/19,2
319,2022/7/20,0
319,2022/7/21,2
319,2022/7/22,0
319,2022/7/23,0
319,2022/7/24,0
319,2022/7/25,2
319,2022/7/26,4
319,2022/7/27,2
319,2022/7/28,2
319,2022/7/29,0
319,2022/7/30,2
319,2022/7/31,0
319,2022/8/1,2
319,2022/8/2,2
319,2022/8/3,0
319,2022/8/4,0
319,2022/8/5,0
319,2022/8/6,2
319,2022/8/7,2
319,2022/8/8,0
319,2022/8/9,0
319,2022/8/10,2
319,2022/8/11,8
319,2022/8/12,4
319,2022/8/13,2
319,2022/8/14,2
319,2022/8/15,0
319,2022/8/16,2
319,2022/8/17,0
319,2022/8/18,0
319,2022/8/21,2
319,2022/8/22,6
319,2022/8/23,4
319,2022/8/24,2
319,2022/8/25,0
319,2022/8/26,2
319,2022/8/27,2
319,2022/8/28,2
319,2022/8/29,0
319,2022/8/30,6
319,2022/8/31,8
319,2022/9/1,2
319,2022/9/2,4
319,2022/9/3,2
319,2022/9/4,4
319,2022/9/8,0
319,2022/9/9,2
319,2022/9/11,0
319,2022/9/12,0
319,2022/9/13,0
319,2022/9/14,0
319,2022/9/15,0
319,2022/9/16,0
319,2022/9/17,0
319,2022/9/19,2
319,2022/9/21,0
319,2022/9/22,2
319,2022/9/23,0
319,2022/9/24,0
319,2022/9/25,0
319,2022/9/27,0
319,2022/9/28,2
319,2022/9/29,0
319,2022/9/30,0
319,2023/4/1,8
319,2023/4/2,6
319,2023/4/3,6
319,2023/4/4,6
319,2023/4/5,4
319,2023/4/6,6
319,2023/4/7,4
319,2023/4/8,4
319,2023/4/9,4
319,2023/4/10,4
319,2023/4/11,2
319,2023/4/12,4
319,2023/4/13,2
319,2023/4/14,2
319,2023/4/15,2
319,2023/4/16,2
319,2023/4/17,4
319,2023/4/18,4
319,2023/4/19,4
319,2023/4/20,2
319,2023/4/21,6
319,2023/4/22,4
319,2023/4/23,2
319,2023/4/24,4
319,2023/4/25,2
319,2023/4/26,2
319,2023/4/27,2
319,2023/4/28,4
319,2023/4/29,4
319,2023/4/30,2
319,2023/5/1,6
319,2023/5/2,8
319,2023/5/3,8
319,2023/5/4,12
319,2023/5/5,8
319,2023/5/6,4
319,2023/5/7,4
319,2023/5/8,4
319,2023/5/9,2
319,2023/5/10,2
319,2023/5/11,0
319,2023/5/12,2
319,2023/5/13,2
319,2023/5/14,0
319,2023/5/15,2
319,2023/5/16,4
319,2023/5/17,2
319,2023/5/18,0
319,2023/5/19,2
319,2023/5/20,2
319,2023/5/21,2
319,2023/5/22,4
319,2023/5/23,2
319,2023/5/24,6
319,2023/5/25,2
319,2023/5/26,0
319,2023/5/27,4
319,2023/5/28,2
319,2023/5/29,2
319,2023/5/30,2
319,2023/5/31,8
319,2023/6/1,12
319,2023/6/2,10
319,2023/6/3,10
319,2023/6/4,10
319,2023/6/5,4
319,2023/6/6,6
319,2023/6/7,4
319,2023/6/8,2
319,2023/6/9,4
319,2023/6/10,2
319,2023/6/11,6
319,2023/6/12,10
319,2023/6/13,8
319,2023/6/14,4
319,2023/6/15,6
319,2023/6/16,10
319,2023/6/17,28
319,2023/6/18,52
319,2023/6/19,22
319,2023/6/20,10
319,2023/6/21,8
319,2023/6/22,4
319,2023/6/23,6
319,2023/6/24,2
319,2023/6/25,6
319,2023/6/26,6
319,2023/6/27,4
319,2023/6/28,2
319,2023/6/29,4
319,2023/6/30,6
320,2022/7/1,12
320,2022/7/2,14
320,2022/7/3,16
320,2022/7/4,14
320,2022/7/5,20
320,2022/7/6,22
320,2022/7/7,8
320,2022/7/8,12
320,2022/7/9,18
320,2022/7/10,16
320,2022/7/11,14
320,2022/7/12,10
320,2022/7/13,14
320,2022/7/14,12
320,2022/7/15,16
320,2022/7/16,14
320,2022/7/17,12
320,2022/7/18,20
320,2022/7/19,12
320,2022/7/20,14
320,2022/7/21,34
320,2022/7/22,16
320,2022/7/23,26
320,2022/7/24,14
320,2022/7/25,14
320,2022/7/26,24
320,2022/7/27,16
320,2022/7/28,16
320,2022/7/29,18
320,2022/7/30,14
320,2022/7/31,14
320,2022/8/1,14
320,2022/8/2,20
320,2022/8/3,18
320,2022/8/4,14
320,2022/8/5,16
320,2022/8/6,16
320,2022/8/7,18
320,2022/8/8,16
320,2022/8/9,16
320,2022/8/10,12
320,2022/8/11,18
320,2022/8/12,16
320,2022/8/13,14
320,2022/8/14,20
320,2022/8/15,18
320,2022/8/16,24
320,2022/8/17,16
320,2022/8/18,12
320,2022/8/19,12
320,2022/8/20,18
320,2022/8/21,14
320,2022/8/22,18
320,2022/8/23,16
320,2022/8/24,14
320,2022/8/25,16
320,2022/8/26,16
320,2022/8/27,12
320,2022/8/28,12
320,2022/8/29,20
320,2022/8/30,20
320,2022/8/31,24
320,2022/9/1,20
320,2022/9/2,22
320,2022/9/3,14
320,2022/9/4,14
320,2022/9/5,14
320,2022/9/6,14
320,2022/9/7,18
320,2022/9/8,14
320,2022/9/9,14
320,2022/9/10,14
320,2022/9/11,14
320,2022/9/12,12
320,2022/9/13,12
320,2022/9/14,16
320,2022/9/15,24
320,2022/9/16,16
320,2022/9/17,16
320,2022/9/18,16
320,2022/9/19,16
320,2022/9/20,16
320,2022/9/21,24
320,2022/9/22,12
320,2022/9/23,8
320,2022/9/24,8
320,2022/9/25,8
320,2022/9/26,14
320,2022/9/27,14
320,2022/9/28,16
320,2022/9/29,14
320,2022/9/30,12
320,2023/4/1,16
320,2023/4/2,24
320,2023/4/3,20
320,2023/4/4,26
320,2023/4/5,18
320,2023/4/6,24
320,2023/4/7,34
320,2023/4/8,14
320,2023/4/9,16
320,2023/4/10,18
320,2023/4/11,74
320,2023/4/12,38
320,2023/4/13,22
320,2023/4/14,16
320,2023/4/15,18
320,2023/4/16,18
320,2023/4/17,18
320,2023/4/18,12
320,2023/4/19,16
320,2023/4/20,18
320,2023/4/21,28
320,2023/4/22,26
320,2023/4/23,28
320,2023/4/24,38
320,2023/4/25,18
320,2023/4/26,20
320,2023/4/27,18
320,2023/4/28,16
320,2023/4/29,16
320,2023/4/30,10
320,2023/5/1,10
320,2023/5/2,10
320,2023/5/3,12
320,2023/5/4,22
320,2023/5/5,16
320,2023/5/6,10
320,2023/5/7,14
320,2023/5/8,16
320,2023/5/9,14
320,2023/5/10,42
320,2023/5/11,28
320,2023/5/12,46
320,2023/5/13,16
320,2023/5/14,26
320,2023/5/15,20
320,2023/5/16,14
320,2023/5/17,20
320,2023/5/18,16
320,2023/5/19,14
320,2023/5/20,12
320,2023/5/21,12
320,2023/5/22,20
320,2023/5/23,12
320,2023/5/24,20
320,2023/5/25,16
320,2023/5/26,12
320,2023/5/27,10
320,2023/5/28,12
320,2023/5/29,14
320,2023/5/30,16
320,2023/5/31,18
320,2023/6/1,20
320,2023/6/2,16
320,2023/6/3,18
320,2023/6/4,16
320,2023/6/5,20
320,2023/6/6,18
320,2023/6/7,40
320,2023/6/8,16
320,2023/6/9,34
320,2023/6/10,22
320,2023/6/11,16
320,2023/6/12,16
320,2023/6/13,18
320,2023/6/14,16
320,2023/6/15,16
320,2023/6/16,20
320,2023/6/17,24
320,2023/6/18,48
320,2023/6/19,28
320,2023/6/20,20
320,2023/6/21,18
320,2023/6/22,12
320,2023/6/23,12
320,2023/6/24,14
320,2023/6/25,18
320,2023/6/26,16
320,2023/6/27,16
320,2023/6/28,16
320,2023/6/29,12
320,2023/6/30,14
321,2022/7/1,268
321,2022/7/2,266
321,2022/7/3,272
321,2022/7/4,274
321,2022/7/5,336
321,2022/7/6,320
321,2022/7/7,340
321,2022/7/8,302
321,2022/7/9,232
321,2022/7/10,248
321,2022/7/11,268
321,2022/7/12,260
321,2022/7/13,372
321,2022/7/14,420
321,2022/7/15,390
321,2022/7/16,292
321,2022/7/17,266
321,2022/7/18,286
321,2022/7/19,374
321,2022/7/20,384
321,2022/7/21,460
321,2022/7/22,338
321,2022/7/23,326
321,2022/7/24,346
321,2022/7/25,378
321,2022/7/26,388
321,2022/7/27,412
321,2022/7/28,434
321,2022/7/29,384
321,2022/7/30,324
321,2022/7/31,318
321,2022/8/1,392
321,2022/8/2,342
321,2022/8/3,342
321,2022/8/4,364
321,2022/8/5,270
321,2022/8/6,220
321,2022/8/7,290
321,2022/8/8,296
321,2022/8/9,348
321,2022/8/10,360
321,2022/8/11,446
321,2022/8/12,414
321,2022/8/13,268
321,2022/8/14,308
321,2022/8/15,366
321,2022/8/16,408
321,2022/8/17,434
321,2022/8/18,478
321,2022/8/19,356
321,2022/8/20,284
321,2022/8/21,306
321,2022/8/22,424
321,2022/8/23,378
321,2022/8/24,422
321,2022/8/25,504
321,2022/8/26,462
321,2022/8/27,322
321,2022/8/28,338
321,2022/8/29,388
321,2022/8/30,408
321,2022/8/31,450
321,2022/9/1,462
321,2022/9/2,430
321,2022/9/3,378
321,2022/9/4,312
321,2022/9/5,342
321,2022/9/6,466
321,2022/9/7,590
321,2022/9/8,642
321,2022/9/9,638
321,2022/9/10,474
321,2022/9/11,448
321,2022/9/12,424
321,2022/9/13,474
321,2022/9/14,442
321,2022/9/15,442
321,2022/9/16,684
321,2022/9/17,388
321,2022/9/18,350
321,2022/9/19,398
321,2022/9/20,402
321,2022/9/21,480
321,2022/9/22,536
321,2022/9/23,402
321,2022/9/24,442
321,2022/9/25,420
321,2022/9/26,616
321,2022/9/27,582
321,2022/9/28,638
321,2022/9/29,646
321,2022/9/30,610
321,2023/4/1,330
321,2023/4/2,328
321,2023/4/3,432
321,2023/4/4,296
321,2023/4/5,304
321,2023/4/6,400
321,2023/4/7,406
321,2023/4/8,292
321,2023/4/9,224
321,2023/4/10,314
321,2023/4/11,290
321,2023/4/12,320
321,2023/4/13,410
321,2023/4/14,386
321,2023/4/15,340
321,2023/4/16,350
321,2023/4/17,380
321,2023/4/18,354
321,2023/4/19,360
321,2023/4/20,392
321,2023/4/21,302
321,2023/4/22,298
321,2023/4/23,322
321,2023/4/24,358
321,2023/4/25,424
321,2023/4/26,508
321,2023/4/27,574
321,2023/4/28,576
321,2023/4/29,538
321,2023/4/30,504
321,2023/5/1,444
321,2023/5/2,402
321,2023/5/3,374
321,2023/5/4,444
321,2023/5/5,454
321,2023/5/6,330
321,2023/5/7,294
321,2023/5/8,396
321,2023/5/9,368
321,2023/5/10,440
321,2023/5/11,470
321,2023/5/12,410
321,2023/5/13,344
321,2023/5/14,296
321,2023/5/15,404
321,2023/5/16,570
321,2023/5/17,484
321,2023/5/18,550
321,2023/5/19,474
321,2023/5/20,366
321,2023/5/21,348
321,2023/5/22,376
321,2023/5/23,398
321,2023/5/24,494
321,2023/5/25,532
321,2023/5/26,432
321,2023/5/27,378
321,2023/5/28,318
321,2023/5/29,378
321,2023/5/30,406
321,2023/5/31,538
321,2023/6/1,916
321,2023/6/2,604
321,2023/6/3,514
321,2023/6/4,436
321,2023/6/5,424
321,2023/6/6,412
321,2023/6/7,658
321,2023/6/8,658
321,2023/6/9,570
321,2023/6/10,468
321,2023/6/11,394
321,2023/6/12,386
321,2023/6/13,420
321,2023/6/14,420
321,2023/6/15,538
321,2023/6/16,790
321,2023/6/17,484
321,2023/6/18,706
321,2023/6/19,734
321,2023/6/20,674
321,2023/6/21,564
321,2023/6/22,492
321,2023/6/23,422
321,2023/6/24,312
321,2023/6/25,338
321,2023/6/26,398
321,2023/6/27,450
321,2023/6/28,426
321,2023/6/29,552
321,2023/6/30,480
322,2022/7/1,140
322,2022/7/2,126
322,2022/7/3,258
322,2022/7/4,220
322,2022/7/5,356
322,2022/7/6,278
322,2022/7/7,248
322,2022/7/8,206
322,2022/7/9,154
322,2022/7/10,218
322,2022/7/11,146
322,2022/7/12,238
322,2022/7/13,216
322,2022/7/14,230
322,2022/7/15,216
322,2022/7/16,140
322,2022/7/17,416
322,2022/7/18,468
322,2022/7/19,206
322,2022/7/20,176
322,2022/7/21,224
322,2022/7/22,202
322,2022/7/23,128
322,2022/7/24,150
322,2022/7/25,200
322,2022/7/26,176
322,2022/7/27,240
322,2022/7/28,180
322,2022/7/29,168
322,2022/7/30,124
322,2022/7/31,114
322,2022/8/1,180
322,2022/8/2,164
322,2022/8/3,144
322,2022/8/4,196
322,2022/8/5,158
322,2022/8/6,154
322,2022/8/7,184
322,2022/8/8,178
322,2022/8/9,198
322,2022/8/10,184
322,2022/8/11,168
322,2022/8/12,166
322,2022/8/13,140
322,2022/8/14,142
322,2022/8/15,156
322,2022/8/16,190
322,2022/8/17,246
322,2022/8/18,188
322,2022/8/19,1078
322,2022/8/20,138
322,2022/8/21,148
322,2022/8/22,230
322,2022/8/23,196
322,2022/8/24,230
322,2022/8/25,172
322,2022/8/26,188
322,2022/8/27,138
322,2022/8/28,150
322,2022/8/29,302
322,2022/8/30,228
322,2022/8/31,278
322,2022/9/1,422
322,2022/9/2,238
322,2022/9/3,148
322,2022/9/4,198
322,2022/9/5,188
322,2022/9/6,224
322,2022/9/7,248
322,2022/9/8,242
322,2022/9/9,390
322,2022/9/10,212
322,2022/9/11,208
322,2022/9/12,262
322,2022/9/13,252
322,2022/9/14,260
322,2022/9/15,212
322,2022/9/16,224
322,2022/9/17,192
322,2022/9/18,226
322,2022/9/19,268
322,2022/9/20,304
322,2022/9/21,294
322,2022/9/22,218
322,2022/9/23,174
322,2022/9/24,192
322,2022/9/25,128
322,2022/9/26,194
322,2022/9/27,210
322,2022/9/28,196
322,2022/9/29,172
322,2022/9/30,140
322,2023/4/1,136
322,2023/4/2,166
322,2023/4/3,164
322,2023/4/4,150
322,2023/4/5,110
322,2023/4/6,212
322,2023/4/7,210
322,2023/4/8,156
322,2023/4/9,128
322,2023/4/10,146
322,2023/4/11,400
322,2023/4/12,160
322,2023/4/13,144
322,2023/4/14,174
322,2023/4/15,134
322,2023/4/16,86
322,2023/4/17,144
322,2023/4/18,148
322,2023/4/19,164
322,2023/4/20,154
322,2023/4/21,180
322,2023/4/22,168
322,2023/4/23,222
322,2023/4/24,358
322,2023/4/25,276
322,2023/4/26,140
322,2023/4/27,112
322,2023/4/28,136
322,2023/4/29,128
322,2023/4/30,80
322,2023/5/1,74
322,2023/5/2,170
322,2023/5/3,520
322,2023/5/4,100
322,2023/5/5,134
322,2023/5/6,144
322,2023/5/7,84
322,2023/5/8,106
322,2023/5/9,138
322,2023/5/10,134
322,2023/5/11,122
322,2023/5/12,138
322,2023/5/13,106
322,2023/5/14,94
322,2023/5/15,120
322,2023/5/16,130
322,2023/5/17,128
322,2023/5/18,146
322,2023/5/19,150
322,2023/5/20,88
322,2023/5/21,78
322,2023/5/22,140
322,2023/5/23,134
322,2023/5/24,176
322,2023/5/25,154
322,2023/5/26,138
322,2023/5/27,92
322,2023/5/28,144
322,2023/5/29,138
322,2023/5/30,146
322,2023/5/31,162
322,2023/6/1,176
322,2023/6/2,160
322,2023/6/3,170
322,2023/6/4,126
322,2023/6/5,162
322,2023/6/6,150
322,2023/6/7,170
322,2023/6/8,170
322,2023/6/9,154
322,2023/6/10,96
322,2023/6/11,100
322,2023/6/12,152
322,2023/6/13,140
322,2023/6/14,152
322,2023/6/15,158
322,2023/6/16,220
322,2023/6/17,220
322,2023/6/18,242
322,2023/6/19,204
322,2023/6/20,206
322,2023/6/21,170
322,2023/6/22,124
322,2023/6/23,108
322,2023/6/24,82
322,2023/6/25,194
322,2023/6/26,250
322,2023/6/27,380
322,2023/6/28,332
322,2023/6/29,426
322,2023/6/30,128
323,2022/7/1,5176
323,2022/7/2,5240
323,2022/7/3,4746
323,2022/7/4,5238
323,2022/7/5,4738
323,2022/7/6,5370
323,2022/7/7,5468
323,2022/7/8,5188
323,2022/7/9,5036
323,2022/7/10,4710
323,2022/7/11,5208
323,2022/7/12,5848
323,2022/7/13,5282
323,2022/7/14,1646
323,2022/7/15,1452
323,2022/7/16,1210
323,2022/7/17,1116
323,2022/7/18,1342
323,2022/7/19,1264
323,2022/7/20,1036
323,2022/7/21,1168
323,2022/7/22,1046
323,2022/7/23,808
323,2022/7/24,892
323,2022/7/25,886
323,2022/7/26,866
323,2022/7/27,950
323,2022/7/28,866
323,2022/7/29,960
323,2022/7/30,1084
323,2022/7/31,970
323,2022/8/1,1032
323,2022/8/2,1186
323,2022/8/3,1276
323,2022/8/4,1026
323,2022/8/5,1004
323,2022/8/6,1132
323,2022/8/7,878
323,2022/8/8,898
323,2022/8/9,976
323,2022/8/10,1222
323,2022/8/11,1228
323,2022/8/12,1078
323,2022/8/13,1020
323,2022/8/14,988
323,2022/8/15,1162
323,2022/8/16,1114
323,2022/8/17,1174
323,2022/8/18,1444
323,2022/8/19,1090
323,2022/8/20,982
323,2022/8/21,936
323,2022/8/22,1262
323,2022/8/23,1006
323,2022/8/24,898
323,2022/8/25,938
323,2022/8/26,736
323,2022/8/27,552
323,2022/8/28,616
323,2022/8/29,662
323,2022/8/30,698
323,2022/8/31,706
323,2022/9/1,280
323,2022/9/2,166
323,2022/9/3,150
323,2022/9/4,128
323,2022/9/5,114
323,2022/9/6,132
323,2022/9/7,146
323,2022/9/8,152
323,2022/9/9,144
323,2022/9/10,122
323,2022/9/11,104
323,2022/9/12,106
323,2022/9/13,104
323,2022/9/14,114
323,2022/9/15,490
323,2022/9/16,110
323,2022/9/17,106
323,2022/9/18,92
323,2022/9/19,100
323,2022/9/20,110
323,2022/9/21,86
323,2022/9/22,106
323,2022/9/23,118
323,2022/9/24,86
323,2022/9/25,76
323,2022/9/26,76
323,2022/9/27,102
323,2022/9/28,96
323,2022/9/29,106
323,2022/9/30,118
323,2023/4/1,10
323,2023/4/2,10
323,2023/4/3,12
323,2023/4/4,14
323,2023/4/5,12
323,2023/4/6,10
323,2023/4/7,6
323,2023/4/8,8
323,2023/4/9,14
323,2023/4/10,18
323,2023/4/11,12
323,2023/4/12,12
323,2023/4/13,14
323,2023/4/14,10
323,2023/4/15,10
323,2023/4/16,10
323,2023/4/17,14
323,2023/4/18,10
323,2023/4/19,12
323,2023/4/20,20
323,2023/4/21,10
323,2023/4/22,18
323,2023/4/23,14
323,2023/4/24,16
323,2023/4/25,12
323,2023/4/26,16
323,2023/4/27,14
323,2023/4/28,14
323,2023/4/29,10
323,2023/4/30,10
323,2023/5/1,10
323,2023/5/2,14
323,2023/5/3,12
323,2023/5/4,22
323,2023/5/5,20
323,2023/5/6,10
323,2023/5/7,18
323,2023/5/8,14
323,2023/5/9,16
323,2023/5/10,12
323,2023/5/11,20
323,2023/5/12,18
323,2023/5/13,14
323,2023/5/14,16
323,2023/5/15,16
323,2023/5/16,12
323,2023/5/17,12
323,2023/5/18,26
323,2023/5/19,8
323,2023/5/20,12
323,2023/5/21,12
323,2023/5/22,16
323,2023/5/23,18
323,2023/5/24,20
323,2023/5/25,16
323,2023/5/26,20
323,2023/5/27,12
323,2023/5/28,16
323,2023/5/29,24
323,2023/5/30,16
323,2023/5/31,26
323,2023/6/1,22
323,2023/6/2,12
323,2023/6/3,12
323,2023/6/4,14
323,2023/6/5,18
323,2023/6/6,18
323,2023/6/7,16
323,2023/6/8,12
323,2023/6/9,12
323,2023/6/10,12
323,2023/6/11,12
323,2023/6/12,20
323,2023/6/13,14
323,2023/6/14,16
323,2023/6/15,26
323,2023/6/16,14
323,2023/6/17,16
323,2023/6/18,18
323,2023/6/19,14
323,2023/6/20,12
323,2023/6/21,4
323,2023/6/22,8
323,2023/6/23,4
323,2023/6/24,6
323,2023/6/25,14
323,2023/6/26,6
323,2023/6/27,8
323,2023/6/28,8
323,2023/6/29,8
323,2023/6/30,6
324,2022/7/1,112
324,2022/7/2,104
324,2022/7/3,130
324,2022/7/4,130
324,2022/7/5,172
324,2022/7/6,142
324,2022/7/7,128
324,2022/7/8,120
324,2022/7/9,122
324,2022/7/10,160
324,2022/7/11,126
324,2022/7/12,132
324,2022/7/13,210
324,2022/7/14,182
324,2022/7/15,160
324,2022/7/16,154
324,2022/7/17,150
324,2022/7/18,158
324,2022/7/19,186
324,2022/7/20,152
324,2022/7/21,140
324,2022/7/22,194
324,2022/7/23,154
324,2022/7/24,170
324,2022/7/25,154
324,2022/7/26,162
324,2022/7/27,218
324,2022/7/28,156
324,2022/7/29,132
324,2022/7/30,134
324,2022/7/31,142
324,2022/8/1,202
324,2022/8/2,132
324,2022/8/3,132
324,2022/8/4,142
324,2022/8/5,180
324,2022/8/6,162
324,2022/8/7,134
324,2022/8/8,440
324,2022/8/9,164
324,2022/8/10,168
324,2022/8/11,162
324,2022/8/12,158
324,2022/8/13,134
324,2022/8/14,234
324,2022/8/15,180
324,2022/8/16,186
324,2022/8/17,162
324,2022/8/18,156
324,2022/8/19,166
324,2022/8/20,164
